county,precinct,office,district,candidate,party,votes
Wayne,"City of Taylor, Precinct 9",President,"",Donald J. Trump & Michael R. Pence,REP,572
Wayne,"City of Taylor, Precinct 9",President,"",Jo Jorgensen & Jeremy Cohen,LIB,25
Wayne,"City of Taylor, Precinct 9",President,"",Don Blankenship & William Mohr,UST,4
Wayne,"City of Taylor, Precinct 9",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Taylor, Precinct 9",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Taylor, Precinct 9",President,"",Write-Ins,"",3
Wayne,"City of Taylor, Precinct 10",President,"",Joseph R. Biden & Kamala D. Harris,DEM,690
Wayne,"City of Taylor, Precinct 10",President,"",Donald J. Trump & Michael R. Pence,REP,803
Wayne,"City of Taylor, Precinct 10",President,"",Jo Jorgensen & Jeremy Cohen,LIB,19
Wayne,"City of Taylor, Precinct 10",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Taylor, Precinct 10",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Taylor, Precinct 10",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Taylor, Precinct 10",President,"",Write-Ins,"",2
Wayne,"City of Taylor, Precinct 11",President,"",Joseph R. Biden & Kamala D. Harris,DEM,393
Wayne,"City of Taylor, Precinct 11",President,"",Donald J. Trump & Michael R. Pence,REP,573
Wayne,"City of Taylor, Precinct 11",President,"",Jo Jorgensen & Jeremy Cohen,LIB,8
Wayne,"City of Taylor, Precinct 11",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Taylor, Precinct 11",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Taylor, Precinct 11",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Taylor, Precinct 11",President,"",Write-Ins,"",1
Wayne,"City of Taylor, Precinct 12",President,"",Joseph R. Biden & Kamala D. Harris,DEM,680
Wayne,"City of Taylor, Precinct 12",President,"",Donald J. Trump & Michael R. Pence,REP,699
Wayne,"City of Taylor, Precinct 12",President,"",Jo Jorgensen & Jeremy Cohen,LIB,19
Wayne,"City of Taylor, Precinct 12",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Taylor, Precinct 12",President,"",Howie Hawkins & Angela Walker,GRN,1
Wayne,"City of Taylor, Precinct 12",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Taylor, Precinct 12",President,"",Write-Ins,"",1
Wayne,"City of Taylor, Precinct 13",President,"",Joseph R. Biden & Kamala D. Harris,DEM,857
Wayne,"City of Taylor, Precinct 13",President,"",Donald J. Trump & Michael R. Pence,REP,651
Wayne,"City of Taylor, Precinct 13",President,"",Jo Jorgensen & Jeremy Cohen,LIB,10
Wayne,"City of Taylor, Precinct 13",President,"",Don Blankenship & William Mohr,UST,4
Wayne,"City of Taylor, Precinct 13",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Taylor, Precinct 13",President,"",Rocky De La Fuente & Darcy Richardson,NLP,4
Wayne,"City of Taylor, Precinct 13",President,"",Write-Ins,"",4
Wayne,"City of Taylor, Precinct 14",President,"",Joseph R. Biden & Kamala D. Harris,DEM,958
Wayne,"City of Taylor, Precinct 14",President,"",Donald J. Trump & Michael R. Pence,REP,820
Wayne,"City of Taylor, Precinct 14",President,"",Jo Jorgensen & Jeremy Cohen,LIB,19
Wayne,"City of Taylor, Precinct 14",President,"",Don Blankenship & William Mohr,UST,4
Wayne,"City of Taylor, Precinct 14",President,"",Howie Hawkins & Angela Walker,GRN,8
Wayne,"City of Taylor, Precinct 14",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Taylor, Precinct 14",President,"",Write-Ins,"",4
Wayne,"City of Taylor, Precinct 15",President,"",Joseph R. Biden & Kamala D. Harris,DEM,737
Wayne,"City of Taylor, Precinct 15",President,"",Donald J. Trump & Michael R. Pence,REP,405
Wayne,"City of Taylor, Precinct 15",President,"",Jo Jorgensen & Jeremy Cohen,LIB,10
Wayne,"City of Taylor, Precinct 15",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Taylor, Precinct 15",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Taylor, Precinct 15",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Taylor, Precinct 15",President,"",Write-Ins,"",1
Wayne,"City of Taylor, Precinct 16",President,"",Joseph R. Biden & Kamala D. Harris,DEM,390
Wayne,"City of Taylor, Precinct 16",President,"",Donald J. Trump & Michael R. Pence,REP,605
Wayne,"City of Taylor, Precinct 16",President,"",Jo Jorgensen & Jeremy Cohen,LIB,5
Wayne,"City of Taylor, Precinct 16",President,"",Don Blankenship & William Mohr,UST,4
Wayne,"City of Taylor, Precinct 16",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Taylor, Precinct 16",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Taylor, Precinct 16",President,"",Write-Ins,"",1
Wayne,"City of Taylor, Precinct 17",President,"",Joseph R. Biden & Kamala D. Harris,DEM,821
Wayne,"City of Taylor, Precinct 17",President,"",Donald J. Trump & Michael R. Pence,REP,557
Wayne,"City of Taylor, Precinct 17",President,"",Jo Jorgensen & Jeremy Cohen,LIB,19
Wayne,"City of Taylor, Precinct 17",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Taylor, Precinct 17",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Taylor, Precinct 17",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Taylor, Precinct 17",President,"",Write-Ins,"",3
Wayne,"City of Taylor, Precinct 18",President,"",Joseph R. Biden & Kamala D. Harris,DEM,812
Wayne,"City of Taylor, Precinct 18",President,"",Donald J. Trump & Michael R. Pence,REP,659
Wayne,"City of Taylor, Precinct 18",President,"",Jo Jorgensen & Jeremy Cohen,LIB,12
Wayne,"City of Taylor, Precinct 18",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Taylor, Precinct 18",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Taylor, Precinct 18",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Taylor, Precinct 18",President,"",Write-Ins,"",3
Wayne,"City of Taylor, Precinct 19",President,"",Joseph R. Biden & Kamala D. Harris,DEM,560
Wayne,"City of Taylor, Precinct 19",President,"",Donald J. Trump & Michael R. Pence,REP,223
Wayne,"City of Taylor, Precinct 19",President,"",Jo Jorgensen & Jeremy Cohen,LIB,7
Wayne,"City of Taylor, Precinct 19",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Taylor, Precinct 19",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Taylor, Precinct 19",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Taylor, Precinct 19",President,"",Write-Ins,"",3
Wayne,"City of Taylor, Precinct 20",President,"",Joseph R. Biden & Kamala D. Harris,DEM,522
Wayne,"City of Taylor, Precinct 20",President,"",Donald J. Trump & Michael R. Pence,REP,431
Wayne,"City of Taylor, Precinct 20",President,"",Jo Jorgensen & Jeremy Cohen,LIB,6
Wayne,"City of Taylor, Precinct 20",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Taylor, Precinct 20",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Taylor, Precinct 20",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Taylor, Precinct 20",President,"",Write-Ins,"",2
Wayne,"City of Taylor, Precinct 21",President,"",Joseph R. Biden & Kamala D. Harris,DEM,614
Wayne,"City of Taylor, Precinct 21",President,"",Donald J. Trump & Michael R. Pence,REP,598
Wayne,"City of Taylor, Precinct 21",President,"",Jo Jorgensen & Jeremy Cohen,LIB,14
Wayne,"City of Taylor, Precinct 21",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Taylor, Precinct 21",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Taylor, Precinct 21",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Taylor, Precinct 21",President,"",Write-Ins,"",0
Wayne,"City of Taylor, Precinct 22",President,"",Joseph R. Biden & Kamala D. Harris,DEM,876
Wayne,"City of Taylor, Precinct 22",President,"",Donald J. Trump & Michael R. Pence,REP,465
Wayne,"City of Taylor, Precinct 22",President,"",Jo Jorgensen & Jeremy Cohen,LIB,9
Wayne,"City of Taylor, Precinct 22",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Taylor, Precinct 22",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Taylor, Precinct 22",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Taylor, Precinct 22",President,"",Write-Ins,"",3
Wayne,"City of Taylor, Precinct 23",President,"",Joseph R. Biden & Kamala D. Harris,DEM,762
Wayne,"City of Taylor, Precinct 23",President,"",Donald J. Trump & Michael R. Pence,REP,285
Wayne,"City of Taylor, Precinct 23",President,"",Jo Jorgensen & Jeremy Cohen,LIB,9
Wayne,"City of Taylor, Precinct 23",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Taylor, Precinct 23",President,"",Howie Hawkins & Angela Walker,GRN,1
Wayne,"City of Taylor, Precinct 23",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Taylor, Precinct 23",President,"",Write-Ins,"",4
Wayne,"City of Trenton, Precinct 1",President,"",Joseph R. Biden & Kamala D. Harris,DEM,951
Wayne,"City of Trenton, Precinct 1",President,"",Donald J. Trump & Michael R. Pence,REP,898
Wayne,"City of Trenton, Precinct 1",President,"",Jo Jorgensen & Jeremy Cohen,LIB,25
Wayne,"City of Trenton, Precinct 1",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Trenton, Precinct 1",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Trenton, Precinct 1",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Trenton, Precinct 1",President,"",Write-Ins,"",2
Wayne,"City of Trenton, Precinct 2",President,"",Joseph R. Biden & Kamala D. Harris,DEM,756
Wayne,"City of Trenton, Precinct 2",President,"",Donald J. Trump & Michael R. Pence,REP,981
Wayne,"City of Trenton, Precinct 2",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Trenton, Precinct 2",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Trenton, Precinct 2",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Trenton, Precinct 2",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Trenton, Precinct 2",President,"",Write-Ins,"",3
Wayne,"City of Trenton, Precinct 3",President,"",Joseph R. Biden & Kamala D. Harris,DEM,717
Wayne,"City of Trenton, Precinct 3",President,"",Donald J. Trump & Michael R. Pence,REP,945
Wayne,"City of Trenton, Precinct 3",President,"",Jo Jorgensen & Jeremy Cohen,LIB,26
Wayne,"City of Trenton, Precinct 3",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Trenton, Precinct 3",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Trenton, Precinct 3",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Trenton, Precinct 3",President,"",Write-Ins,"",2
Wayne,"City of Trenton, Precinct 4",President,"",Joseph R. Biden & Kamala D. Harris,DEM,722
Wayne,"City of Trenton, Precinct 4",President,"",Donald J. Trump & Michael R. Pence,REP,831
Wayne,"City of Trenton, Precinct 4",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Trenton, Precinct 4",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Trenton, Precinct 4",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Trenton, Precinct 4",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Trenton, Precinct 4",President,"",Write-Ins,"",2
Wayne,"City of Trenton, Precinct 5",President,"",Joseph R. Biden & Kamala D. Harris,DEM,942
Wayne,"City of Trenton, Precinct 5",President,"",Donald J. Trump & Michael R. Pence,REP,1116
Wayne,"City of Trenton, Precinct 5",President,"",Jo Jorgensen & Jeremy Cohen,LIB,22
Wayne,"City of Trenton, Precinct 5",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Trenton, Precinct 5",President,"",Howie Hawkins & Angela Walker,GRN,8
Wayne,"City of Trenton, Precinct 5",President,"",Rocky De La Fuente & Darcy Richardson,NLP,2
Wayne,"City of Trenton, Precinct 5",President,"",Write-Ins,"",1
Wayne,"City of Trenton, Precinct 6",President,"",Joseph R. Biden & Kamala D. Harris,DEM,633
Wayne,"City of Trenton, Precinct 6",President,"",Donald J. Trump & Michael R. Pence,REP,703
Wayne,"City of Trenton, Precinct 6",President,"",Jo Jorgensen & Jeremy Cohen,LIB,18
Wayne,"City of Trenton, Precinct 6",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Trenton, Precinct 6",President,"",Howie Hawkins & Angela Walker,GRN,1
Wayne,"City of Trenton, Precinct 6",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Trenton, Precinct 6",President,"",Write-Ins,"",2
Wayne,"City of Trenton, Precinct 7",President,"",Joseph R. Biden & Kamala D. Harris,DEM,810
Wayne,"City of Trenton, Precinct 7",President,"",Donald J. Trump & Michael R. Pence,REP,814
Wayne,"City of Trenton, Precinct 7",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Trenton, Precinct 7",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Trenton, Precinct 7",President,"",Howie Hawkins & Angela Walker,GRN,7
Wayne,"City of Trenton, Precinct 7",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Trenton, Precinct 7",President,"",Write-Ins,"",0
Wayne,"Charter Township of Van Buren, Precinct 1",President,"",Joseph R. Biden & Kamala D. Harris,DEM,665
Wayne,"Charter Township of Van Buren, Precinct 1",President,"",Donald J. Trump & Michael R. Pence,REP,590
Wayne,"Charter Township of Van Buren, Precinct 1",President,"",Jo Jorgensen & Jeremy Cohen,LIB,13
Wayne,"Charter Township of Van Buren, Precinct 1",President,"",Don Blankenship & William Mohr,UST,5
Wayne,"Charter Township of Van Buren, Precinct 1",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"Charter Township of Van Buren, Precinct 1",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"Charter Township of Van Buren, Precinct 1",President,"",Write-Ins,"",3
Wayne,"Charter Township of Van Buren, Precinct 2",President,"",Joseph R. Biden & Kamala D. Harris,DEM,1422
Wayne,"Charter Township of Van Buren, Precinct 2",President,"",Donald J. Trump & Michael R. Pence,REP,678
Wayne,"Charter Township of Van Buren, Precinct 2",President,"",Jo Jorgensen & Jeremy Cohen,LIB,18
Wayne,"Charter Township of Van Buren, Precinct 2",President,"",Don Blankenship & William Mohr,UST,5
Wayne,"Charter Township of Van Buren, Precinct 2",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"Charter Township of Van Buren, Precinct 2",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"Charter Township of Van Buren, Precinct 2",President,"",Write-Ins,"",8
Wayne,"Charter Township of Van Buren, Precinct 3",President,"",Joseph R. Biden & Kamala D. Harris,DEM,1447
Wayne,"Charter Township of Van Buren, Precinct 3",President,"",Donald J. Trump & Michael R. Pence,REP,342
Wayne,"Charter Township of Van Buren, Precinct 3",President,"",Jo Jorgensen & Jeremy Cohen,LIB,12
Wayne,"Charter Township of Van Buren, Precinct 3",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"Charter Township of Van Buren, Precinct 3",President,"",Howie Hawkins & Angela Walker,GRN,6
Wayne,"Charter Township of Van Buren, Precinct 3",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"Charter Township of Van Buren, Precinct 3",President,"",Write-Ins,"",5
Wayne,"Charter Township of Van Buren, Precinct 4",President,"",Joseph R. Biden & Kamala D. Harris,DEM,1442
Wayne,"Charter Township of Van Buren, Precinct 4",President,"",Donald J. Trump & Michael R. Pence,REP,426
Wayne,"Charter Township of Van Buren, Precinct 4",President,"",Jo Jorgensen & Jeremy Cohen,LIB,15
Wayne,"Charter Township of Van Buren, Precinct 4",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"Charter Township of Van Buren, Precinct 4",President,"",Howie Hawkins & Angela Walker,GRN,6
Wayne,"Charter Township of Van Buren, Precinct 4",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"Charter Township of Van Buren, Precinct 4",President,"",Write-Ins,"",10
Wayne,"Charter Township of Van Buren, Precinct 5",President,"",Joseph R. Biden & Kamala D. Harris,DEM,866
Wayne,"Charter Township of Van Buren, Precinct 5",President,"",Donald J. Trump & Michael R. Pence,REP,608
Wayne,"Charter Township of Van Buren, Precinct 5",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"Charter Township of Van Buren, Precinct 5",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"Charter Township of Van Buren, Precinct 5",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"Charter Township of Van Buren, Precinct 5",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"Charter Township of Van Buren, Precinct 5",President,"",Write-Ins,"",0
Wayne,"Charter Township of Van Buren, Precinct 6",President,"",Joseph R. Biden & Kamala D. Harris,DEM,1081
Wayne,"Charter Township of Van Buren, Precinct 6",President,"",Donald J. Trump & Michael R. Pence,REP,387
Wayne,"Charter Township of Van Buren, Precinct 6",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"Charter Township of Van Buren, Precinct 6",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"Charter Township of Van Buren, Precinct 6",President,"",Howie Hawkins & Angela Walker,GRN,6
Wayne,"Charter Township of Van Buren, Precinct 6",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"Charter Township of Van Buren, Precinct 6",President,"",Write-Ins,"",4
Wayne,"Charter Township of Van Buren, Precinct 7",President,"",Joseph R. Biden & Kamala D. Harris,DEM,1339
Wayne,"Charter Township of Van Buren, Precinct 7",President,"",Donald J. Trump & Michael R. Pence,REP,867
Wayne,"Charter Township of Van Buren, Precinct 7",President,"",Jo Jorgensen & Jeremy Cohen,LIB,24
Wayne,"Charter Township of Van Buren, Precinct 7",President,"",Don Blankenship & William Mohr,UST,4
Wayne,"Charter Township of Van Buren, Precinct 7",President,"",Howie Hawkins & Angela Walker,GRN,6
Wayne,"Charter Township of Van Buren, Precinct 7",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"Charter Township of Van Buren, Precinct 7",President,"",Write-Ins,"",5
Wayne,"Charter Township of Van Buren, Precinct 8",President,"",Joseph R. Biden & Kamala D. Harris,DEM,1276
Wayne,"Charter Township of Van Buren, Precinct 8",President,"",Donald J. Trump & Michael R. Pence,REP,904
Wayne,"Charter Township of Van Buren, Precinct 8",President,"",Jo Jorgensen & Jeremy Cohen,LIB,15
Wayne,"Charter Township of Van Buren, Precinct 8",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"Charter Township of Van Buren, Precinct 8",President,"",Howie Hawkins & Angela Walker,GRN,1
Wayne,"Charter Township of Van Buren, Precinct 8",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"Charter Township of Van Buren, Precinct 8",President,"",Write-Ins,"",4
Wayne,"Charter Township of Van Buren, Precinct 9",President,"",Joseph R. Biden & Kamala D. Harris,DEM,989
Wayne,"Charter Township of Van Buren, Precinct 9",President,"",Donald J. Trump & Michael R. Pence,REP,594
Wayne,"Charter Township of Van Buren, Precinct 9",President,"",Jo Jorgensen & Jeremy Cohen,LIB,15
Wayne,"Charter Township of Van Buren, Precinct 9",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"Charter Township of Van Buren, Precinct 9",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"Charter Township of Van Buren, Precinct 9",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"Charter Township of Van Buren, Precinct 9",President,"",Write-Ins,"",5
Wayne,"Charter Township of Van Buren, Precinct 10",President,"",Joseph R. Biden & Kamala D. Harris,DEM,577
Wayne,"Charter Township of Van Buren, Precinct 10",President,"",Donald J. Trump & Michael R. Pence,REP,624
Wayne,"Charter Township of Van Buren, Precinct 10",President,"",Jo Jorgensen & Jeremy Cohen,LIB,10
Wayne,"Charter Township of Van Buren, Precinct 10",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"Charter Township of Van Buren, Precinct 10",President,"",Howie Hawkins & Angela Walker,GRN,6
Wayne,"Charter Township of Van Buren, Precinct 10",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"Charter Township of Van Buren, Precinct 10",President,"",Write-Ins,"",2
Wayne,"City of Wayne, Ward 1, Precinct 1",President,"",Joseph R. Biden & Kamala D. Harris,DEM,633
Wayne,"City of Wayne, Ward 1, Precinct 1",President,"",Donald J. Trump & Michael R. Pence,REP,467
Wayne,"City of Wayne, Ward 1, Precinct 1",President,"",Jo Jorgensen & Jeremy Cohen,LIB,9
Wayne,"City of Wayne, Ward 1, Precinct 1",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Wayne, Ward 1, Precinct 1",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Wayne, Ward 1, Precinct 1",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Wayne, Ward 1, Precinct 1",President,"",Write-Ins,"",5
Wayne,"City of Wayne, Ward 2, Precinct 2",President,"",Joseph R. Biden & Kamala D. Harris,DEM,781
Wayne,"City of Wayne, Ward 2, Precinct 2",President,"",Donald J. Trump & Michael R. Pence,REP,666
Wayne,"City of Wayne, Ward 2, Precinct 2",President,"",Jo Jorgensen & Jeremy Cohen,LIB,21
Wayne,"City of Wayne, Ward 2, Precinct 2",President,"",Don Blankenship & William Mohr,UST,5
Wayne,"City of Wayne, Ward 2, Precinct 2",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Wayne, Ward 2, Precinct 2",President,"",Rocky De La Fuente & Darcy Richardson,NLP,3
Wayne,"City of Wayne, Ward 2, Precinct 2",President,"",Write-Ins,"",2
Wayne,"City of Wayne, Ward 3, Precinct 3",President,"",Joseph R. Biden & Kamala D. Harris,DEM,760
Wayne,"City of Wayne, Ward 3, Precinct 3",President,"",Donald J. Trump & Michael R. Pence,REP,438
Wayne,"City of Wayne, Ward 3, Precinct 3",President,"",Jo Jorgensen & Jeremy Cohen,LIB,15
Wayne,"City of Wayne, Ward 3, Precinct 3",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Wayne, Ward 3, Precinct 3",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Wayne, Ward 3, Precinct 3",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Wayne, Ward 3, Precinct 3",President,"",Write-Ins,"",3
Wayne,"City of Wayne, Ward 4, Precinct 4",President,"",Joseph R. Biden & Kamala D. Harris,DEM,975
Wayne,"City of Wayne, Ward 4, Precinct 4",President,"",Donald J. Trump & Michael R. Pence,REP,462
Wayne,"City of Wayne, Ward 4, Precinct 4",President,"",Jo Jorgensen & Jeremy Cohen,LIB,20
Wayne,"City of Wayne, Ward 4, Precinct 4",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Wayne, Ward 4, Precinct 4",President,"",Howie Hawkins & Angela Walker,GRN,6
Wayne,"City of Wayne, Ward 4, Precinct 4",President,"",Rocky De La Fuente & Darcy Richardson,NLP,2
Wayne,"City of Wayne, Ward 4, Precinct 4",President,"",Write-Ins,"",2
Wayne,"City of Wayne, Ward 5, Precinct 5",President,"",Joseph R. Biden & Kamala D. Harris,DEM,655
Wayne,"City of Wayne, Ward 5, Precinct 5",President,"",Donald J. Trump & Michael R. Pence,REP,626
Wayne,"City of Wayne, Ward 5, Precinct 5",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Wayne, Ward 5, Precinct 5",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Wayne, Ward 5, Precinct 5",President,"",Howie Hawkins & Angela Walker,GRN,0
Wayne,"City of Wayne, Ward 5, Precinct 5",President,"",Rocky De La Fuente & Darcy Richardson,NLP,2
Wayne,"City of Wayne, Ward 5, Precinct 5",President,"",Write-Ins,"",2
Wayne,"City of Wayne, Ward 6, Precinct 6",President,"",Joseph R. Biden & Kamala D. Harris,DEM,984
Wayne,"City of Wayne, Ward 6, Precinct 6",President,"",Donald J. Trump & Michael R. Pence,REP,726
Wayne,"City of Wayne, Ward 6, Precinct 6",President,"",Jo Jorgensen & Jeremy Cohen,LIB,20
Wayne,"City of Wayne, Ward 6, Precinct 6",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Wayne, Ward 6, Precinct 6",President,"",Howie Hawkins & Angela Walker,GRN,8
Wayne,"City of Wayne, Ward 6, Precinct 6",President,"",Rocky De La Fuente & Darcy Richardson,NLP,2
Wayne,"City of Wayne, Ward 6, Precinct 6",President,"",Write-Ins,"",0
Wayne,"City of Westland, Precinct 1",President,"",Joseph R. Biden & Kamala D. Harris,DEM,475
Wayne,"City of Westland, Precinct 1",President,"",Donald J. Trump & Michael R. Pence,REP,528
Wayne,"City of Westland, Precinct 1",President,"",Jo Jorgensen & Jeremy Cohen,LIB,12
Wayne,"City of Westland, Precinct 1",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 1",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Westland, Precinct 1",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 1",President,"",Write-Ins,"",6
Wayne,"City of Westland, Precinct 2",President,"",Joseph R. Biden & Kamala D. Harris,DEM,481
Wayne,"City of Westland, Precinct 2",President,"",Donald J. Trump & Michael R. Pence,REP,362
Wayne,"City of Westland, Precinct 2",President,"",Jo Jorgensen & Jeremy Cohen,LIB,14
Wayne,"City of Westland, Precinct 2",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Westland, Precinct 2",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Westland, Precinct 2",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 2",President,"",Write-Ins,"",3
Wayne,"City of Westland, Precinct 3",President,"",Joseph R. Biden & Kamala D. Harris,DEM,526
Wayne,"City of Westland, Precinct 3",President,"",Donald J. Trump & Michael R. Pence,REP,538
Wayne,"City of Westland, Precinct 3",President,"",Jo Jorgensen & Jeremy Cohen,LIB,7
Wayne,"City of Westland, Precinct 3",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Westland, Precinct 3",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Westland, Precinct 3",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 3",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 4",President,"",Joseph R. Biden & Kamala D. Harris,DEM,834
Wayne,"City of Westland, Precinct 4",President,"",Donald J. Trump & Michael R. Pence,REP,461
Wayne,"City of Westland, Precinct 4",President,"",Jo Jorgensen & Jeremy Cohen,LIB,21
Wayne,"City of Westland, Precinct 4",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Westland, Precinct 4",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Westland, Precinct 4",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
